Date of collision,Grid,Number of Incidents,Implied vehicules,Serious injury,Light injury,Total victims,Trucks and car,Heavy tractor,Tool equipment,Bus,Bicycle,Moped,Motorcycle,Emergency vehicule,Snowmobile,VHR,Other types,Non-Precise vehicule,Pedestrian death,Pedestrian injury,Pedestrian victims,Motorcycle death,Motorcycle injuries,Motorcycle victims,Bicycle death,Bicycle injury,Bicycle victims,Severity: Inferior damages,Severity: Material damages,Severity: Serious injury,Severity: Light injury,Severity: Death
2014-07-10,GRID_45.458333155|-73.70833602500002,2,6,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2014-07-10,GRID_45.458333155|-73.875002685,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-10,GRID_45.541666485|-73.541669365,15,32,1,3,4,26,2,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,10,1,1,3,0
2014-07-10,GRID_45.541666485|-73.625002695,14,27,0,5,5,14,2,0,2,1,0,4,3,0,0,0,1,0,2,2,0,1,1,0,1,1,6,3,0,5,0
2014-07-10,GRID_45.624999815|-73.541669365,8,15,0,3,3,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,3,0
2014-07-10,GRID_45.624999815|-73.625002695,5,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0
2014-07-11,GRID_45.458333155|-73.625002695,10,17,0,10,10,13,1,0,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,4,3,0,3,0
2014-07-11,GRID_45.458333155|-73.70833602500002,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-11,GRID_45.458333155|-73.791669355,3,6,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2014-07-11,GRID_45.458333155|-73.875002685,1,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2014-07-11,GRID_45.541666485|-73.541669365,24,44,0,12,12,28,4,0,2,1,1,3,3,0,0,0,1,0,1,1,0,0,0,0,1,1,9,7,0,8,0
2014-07-11,GRID_45.541666485|-73.625002695,13,27,0,1,1,19,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,1,0
2014-07-11,GRID_45.541666485|-73.70833602500002,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-11,GRID_45.624999815|-73.541669365,4,8,0,1,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0
2014-07-11,GRID_45.624999815|-73.625002695,4,6,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0
2014-07-12,GRID_45.458333155|-73.625002695,14,31,0,2,2,25,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,6,0,2,0
2014-07-12,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-12,GRID_45.458333155|-73.875002685,3,6,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0
2014-07-12,GRID_45.541666485|-73.541669365,13,25,0,3,3,20,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,7,0,3,0
2014-07-12,GRID_45.541666485|-73.625002695,18,38,0,13,13,30,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,9,2,0,7,0
2014-07-12,GRID_45.541666485|-73.70833602500002,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-12,GRID_45.624999815|-73.541669365,3,6,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2014-07-12,GRID_45.624999815|-73.625002695,2,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-13,GRID_45.458333155|-73.625002695,8,14,0,5,6,12,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,2,0,3,1
2014-07-13,GRID_45.458333155|-73.791669355,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-13,GRID_45.541666485|-73.541669365,10,20,1,3,4,15,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,1,0,0,0,4,3,1,2,0
2014-07-13,GRID_45.541666485|-73.625002695,8,15,0,5,5,13,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,4,0
2014-07-13,GRID_45.624999815|-73.541669365,4,9,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
2014-07-13,GRID_45.624999815|-73.625002695,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-14,GRID_45.458333155|-73.625002695,9,17,0,1,1,12,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,6,0,1,0
2014-07-14,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-14,GRID_45.458333155|-73.791669355,4,8,0,2,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
2014-07-14,GRID_45.458333155|-73.875002685,2,4,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0
2014-07-14,GRID_45.541666485|-73.541669365,10,17,0,3,3,12,3,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,5,2,0,3,0
2014-07-14,GRID_45.541666485|-73.625002695,10,23,0,2,2,19,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,5,0,1,0
2014-07-14,GRID_45.541666485|-73.70833602500002,2,3,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2014-07-14,GRID_45.624999815|-73.541669365,3,9,0,2,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2014-07-14,GRID_45.624999815|-73.625002695,2,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-15,GRID_45.458333155|-73.625002695,7,14,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
2014-07-15,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-15,GRID_45.458333155|-73.791669355,4,8,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
2014-07-15,GRID_45.458333155|-73.875002685,3,6,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2014-07-15,GRID_45.541666485|-73.541669365,16,35,0,2,2,25,3,0,1,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,10,4,0,2,0
2014-07-15,GRID_45.541666485|-73.625002695,18,37,0,10,10,27,3,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,6,4,0,8,0
2014-07-15,GRID_45.541666485|-73.70833602500002,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-15,GRID_45.541666485|-73.875002685,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-15,GRID_45.624999815|-73.541669365,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-15,GRID_45.624999815|-73.625002695,4,7,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0
2014-07-16,GRID_45.458333155|-73.625002695,11,19,0,3,3,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,3,0
2014-07-16,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-16,GRID_45.458333155|-73.791669355,1,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-16,GRID_45.541666485|-73.541669365,6,12,0,2,2,6,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,3,1,0,2,0
2014-07-16,GRID_45.541666485|-73.625002695,11,24,0,1,1,19,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,1,0
2014-07-16,GRID_45.541666485|-73.70833602500002,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-16,GRID_45.541666485|-73.791669355,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-07-16,GRID_45.624999815|-73.541669365,10,16,0,0,0,12,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0
2014-07-16,GRID_45.624999815|-73.625002695,4,9,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2014-07-17,GRID_45.458333155|-73.625002695,16,32,0,1,1,27,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,9,0,1,0
2014-07-17,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-17,GRID_45.458333155|-73.791669355,2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-17,GRID_45.458333155|-73.875002685,3,6,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2014-07-17,GRID_45.541666485|-73.541669365,12,22,0,4,4,11,2,0,2,1,0,0,2,0,0,0,2,0,2,2,0,0,0,0,1,1,8,0,0,4,0
2014-07-17,GRID_45.541666485|-73.625002695,13,28,0,2,2,23,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,7,4,0,2,0
2014-07-17,GRID_45.541666485|-73.70833602500002,3,7,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2014-07-17,GRID_45.624999815|-73.541669365,3,6,0,2,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0
2014-07-17,GRID_45.624999815|-73.625002695,4,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2014-07-18,GRID_45.458333155|-73.625002695,15,37,0,4,4,31,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,4,7,0,4,0
2014-07-18,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-18,GRID_45.458333155|-73.791669355,3,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2014-07-18,GRID_45.458333155|-73.875002685,2,3,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
2014-07-18,GRID_45.541666485|-73.541669365,13,24,0,6,6,20,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,4,0,5,0
2014-07-18,GRID_45.541666485|-73.625002695,14,26,1,5,6,20,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,8,1,2,0
2014-07-18,GRID_45.541666485|-73.70833602500002,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-18,GRID_45.624999815|-73.541669365,6,12,0,2,2,8,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,2,0
2014-07-18,GRID_45.624999815|-73.625002695,6,12,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
2014-07-19,GRID_45.458333155|-73.625002695,8,16,1,3,4,9,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,1,1,3,1,1,3,0
2014-07-19,GRID_45.458333155|-73.791669355,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-07-19,GRID_45.458333155|-73.875002685,2,3,0,4,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
2014-07-19,GRID_45.541666485|-73.541669365,11,22,0,1,1,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,6,0,1,0
2014-07-19,GRID_45.541666485|-73.625002695,10,19,0,3,3,15,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,5,0,3,0
2014-07-19,GRID_45.541666485|-73.70833602500002,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-19,GRID_45.541666485|-73.791669355,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-19,GRID_45.624999815|-73.541669365,6,10,0,3,3,6,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,3,0
2014-07-19,GRID_45.624999815|-73.625002695,4,6,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0
2014-07-20,GRID_45.458333155|-73.625002695,10,20,0,1,1,15,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,6,0,1,0
2014-07-20,GRID_45.458333155|-73.70833602500002,2,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-20,GRID_45.458333155|-73.791669355,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-20,GRID_45.541666485|-73.541669365,11,22,1,3,4,20,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,6,1,2,0
2014-07-20,GRID_45.541666485|-73.625002695,12,28,0,5,5,22,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,1,0,0,0,2,7,0,3,0
2014-07-20,GRID_45.541666485|-73.70833602500002,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-20,GRID_45.624999815|-73.541669365,4,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
2014-07-20,GRID_45.624999815|-73.625002695,5,10,0,2,2,8,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,1,2,0,2,0
2014-07-21,GRID_45.458333155|-73.625002695,9,21,0,0,0,15,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0
2014-07-21,GRID_45.458333155|-73.791669355,6,12,0,4,4,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0
2014-07-21,GRID_45.458333155|-73.875002685,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-21,GRID_45.541666485|-73.541669365,5,10,0,4,4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0
2014-07-21,GRID_45.541666485|-73.625002695,12,24,0,7,7,19,3,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,5,0,6,0
2014-07-21,GRID_45.541666485|-73.70833602500002,2,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-21,GRID_45.541666485|-73.791669355,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-21,GRID_45.624999815|-73.625002695,4,7,0,1,1,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0
2014-07-22,GRID_45.458333155|-73.625002695,15,29,1,4,5,23,0,0,2,1,1,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,5,5,1,4,0
2014-07-22,GRID_45.458333155|-73.70833602500002,5,9,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,3,0
2014-07-22,GRID_45.458333155|-73.791669355,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-22,GRID_45.458333155|-73.875002685,2,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-22,GRID_45.541666485|-73.541669365,6,13,0,4,4,7,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,2,0
2014-07-22,GRID_45.541666485|-73.625002695,12,26,0,4,4,21,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8,0,4,0
2014-07-22,GRID_45.541666485|-73.70833602500002,3,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0
2014-07-22,GRID_45.624999815|-73.541669365,2,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2014-07-22,GRID_45.624999815|-73.625002695,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-23,GRID_45.458333155|-73.625002695,9,20,0,3,3,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,1,0
2014-07-23,GRID_45.458333155|-73.70833602500002,2,6,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2014-07-23,GRID_45.458333155|-73.791669355,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-23,GRID_45.458333155|-73.875002685,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-23,GRID_45.541666485|-73.541669365,22,40,1,4,5,27,1,0,1,1,0,1,2,0,0,1,5,0,2,2,0,1,1,0,1,1,8,9,1,4,0
2014-07-23,GRID_45.541666485|-73.625002695,14,27,0,6,6,21,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,5,0
2014-07-23,GRID_45.541666485|-73.70833602500002,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-07-23,GRID_45.624999815|-73.541669365,12,24,0,3,3,19,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,6,0,3,0
2014-07-23,GRID_45.624999815|-73.625002695,3,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2014-07-24,GRID_45.458333155|-73.625002695,13,24,0,4,4,19,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,6,3,0,4,0
2014-07-24,GRID_45.458333155|-73.70833602500002,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-24,GRID_45.458333155|-73.791669355,4,6,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0
2014-07-24,GRID_45.541666485|-73.541669365,11,24,0,5,5,16,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,5,0
2014-07-24,GRID_45.541666485|-73.625002695,12,25,0,7,7,20,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,1,1,0,2,2,2,4,0,6,0
2014-07-24,GRID_45.541666485|-73.70833602500002,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2014-07-24,GRID_45.541666485|-73.791669355,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2014-07-24,GRID_45.624999815|-73.541669365,6,10,1,3,4,8,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,2,1,2,0
2014-07-24,GRID_45.624999815|-73.625002695,2,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2014-07-25,GRID_45.458333155|-73.625002695,8,16,0,3,3,9,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,4,0,2,0
2014-07-25,GRID_45.458333155|-73.70833602500002,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2014-07-25,GRID_45.458333155|-73.791669355,3,5,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0
2014-07-25,GRID_45.458333155|-73.875002685,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-25,GRID_45.541666485|-73.541669365,14,28,0,11,11,19,2,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,4,2,0,8,0
2014-07-25,GRID_45.541666485|-73.625002695,15,26,0,9,9,17,0,0,1,3,1,2,0,0,0,0,1,0,3,3,0,2,2,0,2,2,2,4,0,9,0
2014-07-25,GRID_45.541666485|-73.70833602500002,2,3,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2014-07-25,GRID_45.541666485|-73.791669355,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2014-07-25,GRID_45.624999815|-73.541669365,6,10,0,2,2,7,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,0,2,0
2014-07-25,GRID_45.624999815|-73.625002695,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2014-07-26,GRID_45.458333155|-73.625002695,5,8,0,1,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,0
2014-07-26,GRID_45.458333155|-73.70833602500002,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-26,GRID_45.458333155|-73.791669355,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-26,GRID_45.458333155|-73.875002685,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2014-07-26,GRID_45.541666485|-73.541669365,5,11,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,3,0
2014-07-26,GRID_45.541666485|-73.625002695,5,12,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0
2014-07-26,GRID_45.541666485|-73.70833602500002,5,9,0,3,3,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,2,0
2014-07-26,GRID_45.624999815|-73.541669365,8,15,0,7,7,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,4,0
2014-07-26,GRID_45.624999815|-73.625002695,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-27,GRID_45.458333155|-73.625002695,6,11,0,2,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,0
2014-07-27,GRID_45.458333155|-73.70833602500002,3,10,1,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0
2014-07-27,GRID_45.458333155|-73.875002685,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2014-07-27,GRID_45.541666485|-73.541669365,9,17,0,3,3,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0
2014-07-27,GRID_45.541666485|-73.625002695,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2014-07-27,GRID_45.541666485|-73.70833602500002,1,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-27,GRID_45.624999815|-73.541669365,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2014-07-27,GRID_45.624999815|-73.625002695,3,5,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2014-07-28,GRID_45.458333155|-73.625002695,6,11,0,0,0,7,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0
2014-07-28,GRID_45.458333155|-73.791669355,3,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2014-07-28,GRID_45.458333155|-73.875002685,2,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-28,GRID_45.458333155|-73.958336015,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-28,GRID_45.541666485|-73.541669365,11,26,0,4,4,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3,0
