Date of collision,Grid,Number of Incidents,Implied vehicules,Serious injury,Light injury,Total victims,Trucks and car,Heavy tractor,Tool equipment,Bus,Bicycle,Moped,Motorcycle,Emergency vehicule,Snowmobile,VHR,Other types,Non-Precise vehicule,Pedestrian death,Pedestrian injury,Pedestrian victims,Motorcycle death,Motorcycle injuries,Motorcycle victims,Bicycle death,Bicycle injury,Bicycle victims,Severity: Inferior damages,Severity: Material damages,Severity: Serious injury,Severity: Light injury,Severity: Death
2013-06-20,GRID_45.624999815|-73.541669365,5,11,0,1,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0
2013-06-20,GRID_45.624999815|-73.625002695,3,6,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2013-06-21,GRID_45.458333155|-73.625002695,17,39,1,3,4,27,3,1,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,7,7,1,2,0
2013-06-21,GRID_45.458333155|-73.70833602500002,5,9,0,1,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0
2013-06-21,GRID_45.458333155|-73.791669355,6,12,0,0,0,8,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0
2013-06-21,GRID_45.458333155|-73.875002685,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2013-06-21,GRID_45.458333155|-73.958336015,2,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2013-06-21,GRID_45.541666485|-73.541669365,27,52,0,6,6,32,2,0,0,4,0,1,0,0,0,0,7,0,2,2,0,0,0,0,3,3,12,9,0,6,0
2013-06-21,GRID_45.541666485|-73.625002695,22,47,2,5,7,36,0,1,1,2,1,1,0,0,0,1,4,0,4,4,0,1,1,0,2,2,5,11,1,5,0
2013-06-21,GRID_45.541666485|-73.70833602500002,7,12,0,1,1,8,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,6,0,0,1,0
2013-06-21,GRID_45.541666485|-73.791669355,2,4,0,3,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2013-06-21,GRID_45.624999815|-73.541669365,8,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0
2013-06-21,GRID_45.624999815|-73.625002695,8,15,0,0,0,8,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,1,0,0,0
2013-06-22,GRID_45.458333155|-73.625002695,17,32,0,0,0,23,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,10,0,0,0
2013-06-22,GRID_45.458333155|-73.70833602500002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-22,GRID_45.458333155|-73.791669355,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2013-06-22,GRID_45.458333155|-73.875002685,3,7,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2013-06-22,GRID_45.541666485|-73.541669365,15,32,0,3,3,27,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,4,9,0,2,0
2013-06-22,GRID_45.541666485|-73.625002695,14,28,0,2,2,20,1,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,1,9,3,0,2,0
2013-06-22,GRID_45.541666485|-73.70833602500002,5,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0
2013-06-22,GRID_45.541666485|-73.791669355,2,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2013-06-22,GRID_45.624999815|-73.541669365,5,10,0,1,1,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,1,0
2013-06-22,GRID_45.624999815|-73.625002695,3,7,0,2,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2013-06-23,GRID_45.458333155|-73.625002695,14,28,0,0,0,20,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,5,0,0,0
2013-06-23,GRID_45.458333155|-73.791669355,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-23,GRID_45.458333155|-73.875002685,3,5,0,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2013-06-23,GRID_45.541666485|-73.541669365,11,22,1,2,3,15,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,1,1,0
2013-06-23,GRID_45.541666485|-73.625002695,21,44,0,3,3,30,0,0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,9,9,0,3,0
2013-06-23,GRID_45.541666485|-73.70833602500002,5,11,0,1,1,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0
2013-06-23,GRID_45.624999815|-73.541669365,6,9,0,2,2,7,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,4,0,0,2,0
2013-06-23,GRID_45.624999815|-73.625002695,4,8,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
2013-06-24,GRID_45.458333155|-73.625002695,6,12,0,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0
2013-06-24,GRID_45.458333155|-73.70833602500002,4,8,0,1,1,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,1,0
2013-06-24,GRID_45.458333155|-73.791669355,2,4,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
2013-06-24,GRID_45.541666485|-73.541669365,21,40,0,8,8,23,0,0,1,4,1,1,3,0,0,0,7,0,1,1,0,0,0,0,3,3,12,3,0,6,0
2013-06-24,GRID_45.541666485|-73.625002695,14,27,0,4,4,19,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,1,1,0,1,1,4,6,0,4,0
2013-06-24,GRID_45.541666485|-73.70833602500002,4,7,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0
2013-06-24,GRID_45.624999815|-73.541669365,7,12,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0
2013-06-24,GRID_45.624999815|-73.625002695,3,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2013-06-25,GRID_45.458333155|-73.625002695,27,52,0,7,7,36,4,0,0,3,0,0,0,0,0,0,8,0,2,2,0,0,0,0,3,3,9,11,0,7,0
2013-06-25,GRID_45.458333155|-73.70833602500002,6,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
2013-06-25,GRID_45.458333155|-73.791669355,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-25,GRID_45.458333155|-73.875002685,3,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2013-06-25,GRID_45.458333155|-73.958336015,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-25,GRID_45.541666485|-73.541669365,17,32,1,4,5,21,1,0,0,2,1,0,0,0,0,0,5,0,1,1,0,0,0,0,2,2,9,3,1,4,0
2013-06-25,GRID_45.541666485|-73.625002695,18,36,0,2,2,22,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,10,6,0,2,0
2013-06-25,GRID_45.541666485|-73.70833602500002,4,8,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
2013-06-25,GRID_45.541666485|-73.791669355,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-25,GRID_45.624999815|-73.541669365,3,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2013-06-25,GRID_45.624999815|-73.625002695,10,20,0,3,3,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,3,0
2013-06-26,GRID_45.458333155|-73.625002695,24,45,0,4,4,30,2,0,0,2,0,1,0,0,0,0,9,0,2,2,0,0,0,0,2,2,13,7,0,4,0
2013-06-26,GRID_45.458333155|-73.70833602500002,6,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0
2013-06-26,GRID_45.458333155|-73.791669355,4,8,0,3,3,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0
2013-06-26,GRID_45.458333155|-73.875002685,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013-06-26,GRID_45.458333155|-73.958336015,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2013-06-26,GRID_45.541666485|-73.541669365,21,41,0,5,5,28,2,0,0,5,1,0,0,0,0,1,3,0,2,2,0,0,0,0,2,2,14,3,0,4,0
2013-06-26,GRID_45.541666485|-73.625002695,23,45,0,4,4,32,1,0,0,0,0,0,2,0,0,0,10,0,1,1,0,0,0,0,0,0,13,7,0,3,0
2013-06-26,GRID_45.541666485|-73.70833602500002,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2013-06-26,GRID_45.624999815|-73.541669365,11,24,0,7,7,18,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,2,0,4,0
2013-06-26,GRID_45.624999815|-73.625002695,4,9,0,2,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0
2013-06-27,GRID_45.458333155|-73.625002695,18,34,0,3,3,21,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,10,5,0,3,0
2013-06-27,GRID_45.458333155|-73.70833602500002,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2013-06-27,GRID_45.458333155|-73.791669355,6,11,0,2,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,0
2013-06-27,GRID_45.458333155|-73.875002685,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-27,GRID_45.458333155|-73.958336015,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-27,GRID_45.541666485|-73.541669365,23,47,0,4,4,30,0,0,0,2,0,1,2,0,0,1,10,0,1,1,0,0,0,0,1,1,13,6,0,4,0
2013-06-27,GRID_45.541666485|-73.625002695,22,43,0,2,2,29,4,0,0,0,0,0,1,0,0,0,8,0,2,2,0,0,0,0,0,0,13,7,0,2,0
2013-06-27,GRID_45.541666485|-73.70833602500002,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2013-06-27,GRID_45.541666485|-73.791669355,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-06-27,GRID_45.624999815|-73.541669365,8,15,0,1,1,10,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,6,0,1,0
2013-06-27,GRID_45.624999815|-73.625002695,6,14,0,3,3,10,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,2,0
2013-06-28,GRID_45.458333155|-73.625002695,15,28,0,5,5,17,4,0,0,0,0,0,2,0,0,0,5,0,3,3,0,0,0,0,0,0,6,5,0,4,0
2013-06-28,GRID_45.458333155|-73.70833602500002,5,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0
2013-06-28,GRID_45.458333155|-73.791669355,6,11,0,3,3,6,1,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,2,1,0,3,0
2013-06-28,GRID_45.458333155|-73.875002685,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2013-06-28,GRID_45.541666485|-73.541669365,30,59,0,5,5,41,3,0,1,1,0,0,2,0,0,0,10,0,0,0,0,0,0,0,1,1,10,16,0,4,0
2013-06-28,GRID_45.541666485|-73.625002695,19,38,0,2,2,25,6,0,0,0,0,1,0,0,0,0,6,0,2,2,0,0,0,0,0,0,13,4,0,2,0
2013-06-28,GRID_45.541666485|-73.70833602500002,6,13,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0
2013-06-28,GRID_45.541666485|-73.791669355,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-28,GRID_45.624999815|-73.541669365,14,25,0,6,6,21,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,5,0,6,0
2013-06-28,GRID_45.624999815|-73.625002695,3,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2013-06-29,GRID_45.458333155|-73.625002695,16,33,0,9,9,26,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,10,2,0,4,0
2013-06-29,GRID_45.458333155|-73.70833602500002,4,7,0,2,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
2013-06-29,GRID_45.458333155|-73.791669355,3,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2013-06-29,GRID_45.458333155|-73.875002685,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2013-06-29,GRID_45.541666485|-73.541669365,16,34,0,4,4,27,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,8,5,0,3,0
2013-06-29,GRID_45.541666485|-73.625002695,12,22,0,2,2,15,0,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,6,4,0,2,0
2013-06-29,GRID_45.541666485|-73.70833602500002,2,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2013-06-29,GRID_45.624999815|-73.541669365,5,10,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0
2013-06-29,GRID_45.624999815|-73.625002695,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2013-06-30,GRID_45.458333155|-73.625002695,13,25,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,8,0,0,0
2013-06-30,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-30,GRID_45.458333155|-73.791669355,4,6,0,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,2,0
2013-06-30,GRID_45.458333155|-73.958336015,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2013-06-30,GRID_45.541666485|-73.541669365,16,36,0,4,4,25,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,8,4,0,4,0
2013-06-30,GRID_45.541666485|-73.625002695,24,45,0,6,6,33,3,0,0,1,0,0,0,0,0,1,6,0,3,3,0,0,0,0,1,1,7,11,0,6,0
2013-06-30,GRID_45.541666485|-73.70833602500002,3,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,1,0
2013-06-30,GRID_45.624999815|-73.541669365,11,23,0,1,1,18,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,7,3,0,1,0
2013-06-30,GRID_45.624999815|-73.625002695,3,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2013-07-01,GRID_45.458333155|-73.625002695,18,33,1,3,4,24,0,0,1,0,0,0,0,0,0,0,8,0,2,2,0,0,0,0,0,0,13,2,1,2,0
2013-07-01,GRID_45.458333155|-73.70833602500002,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-01,GRID_45.458333155|-73.791669355,4,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0
2013-07-01,GRID_45.458333155|-73.875002685,3,6,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2013-07-01,GRID_45.541666485|-73.541669365,16,33,0,5,5,20,3,0,0,1,1,1,3,0,0,1,3,0,0,0,0,1,1,0,0,0,8,4,0,4,0
2013-07-01,GRID_45.541666485|-73.625002695,21,42,0,7,7,29,3,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,1,0,0,0,11,6,0,4,0
2013-07-01,GRID_45.541666485|-73.70833602500002,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2013-07-01,GRID_45.624999815|-73.541669365,6,11,0,1,1,7,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1,0
2013-07-01,GRID_45.624999815|-73.625002695,5,10,0,1,1,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,3,1,0,1,0
2013-07-02,GRID_45.458333155|-73.625002695,22,44,0,3,3,30,3,0,0,1,0,1,0,0,0,0,9,0,1,1,0,1,1,0,1,1,9,10,0,3,0
2013-07-02,GRID_45.458333155|-73.70833602500002,4,8,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2013-07-02,GRID_45.458333155|-73.791669355,5,9,0,1,1,5,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,3,1,0,1,0
2013-07-02,GRID_45.458333155|-73.875002685,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2013-07-02,GRID_45.541666485|-73.541669365,18,36,0,3,3,23,2,0,1,0,0,1,1,0,0,0,5,0,1,1,0,0,0,0,0,0,14,1,0,3,0
2013-07-02,GRID_45.541666485|-73.625002695,22,43,0,6,6,26,2,0,0,0,0,2,0,0,0,0,13,0,3,3,0,1,1,0,0,0,15,3,0,4,0
2013-07-02,GRID_45.541666485|-73.70833602500002,5,10,0,0,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0
2013-07-02,GRID_45.541666485|-73.791669355,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-02,GRID_45.541666485|-73.875002685,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013-07-02,GRID_45.624999815|-73.541669365,10,18,0,1,1,10,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,1,0
2013-07-02,GRID_45.624999815|-73.625002695,7,15,0,2,2,9,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,3,2,0,2,0
2013-07-03,GRID_45.458333155|-73.625002695,17,32,0,4,4,21,3,0,1,2,0,0,0,0,0,0,5,0,1,1,0,0,0,0,1,1,9,5,0,3,0
2013-07-03,GRID_45.458333155|-73.70833602500002,6,12,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0
2013-07-03,GRID_45.458333155|-73.791669355,7,14,0,0,0,9,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0
2013-07-03,GRID_45.458333155|-73.875002685,3,5,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0
2013-07-03,GRID_45.541666485|-73.541669365,21,45,1,8,9,30,2,0,1,4,1,0,0,0,0,0,6,0,1,1,0,0,0,0,3,3,9,5,1,6,0
2013-07-03,GRID_45.541666485|-73.625002695,24,54,1,4,6,33,4,0,0,3,0,2,2,0,0,0,8,0,0,0,1,0,1,0,3,3,10,8,1,4,1
2013-07-03,GRID_45.541666485|-73.70833602500002,5,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0
2013-07-03,GRID_45.541666485|-73.791669355,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-03,GRID_45.624999815|-73.541669365,6,10,0,4,4,5,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0
2013-07-03,GRID_45.624999815|-73.625002695,7,15,0,1,1,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,1,0
2013-07-04,GRID_45.458333155|-73.625002695,21,45,1,3,4,33,1,0,3,1,0,1,2,0,0,0,4,0,1,1,0,0,0,0,1,1,11,6,1,3,0
2013-07-04,GRID_45.458333155|-73.70833602500002,7,14,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,0,0,0
2013-07-04,GRID_45.458333155|-73.791669355,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2013-07-04,GRID_45.458333155|-73.875002685,4,8,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2013-07-04,GRID_45.541666485|-73.541669365,24,46,0,5,5,34,3,0,0,2,0,1,0,0,0,0,5,0,1,1,0,0,0,0,2,2,16,3,0,5,0
2013-07-04,GRID_45.541666485|-73.625002695,22,47,0,8,8,40,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,13,4,0,5,0
2013-07-04,GRID_45.541666485|-73.70833602500002,11,23,0,4,4,17,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,2,0
2013-07-04,GRID_45.541666485|-73.791669355,4,8,0,1,1,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,1,0
2013-07-04,GRID_45.624999815|-73.541669365,9,19,0,3,3,15,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,0,2,0
2013-07-04,GRID_45.624999815|-73.625002695,6,12,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0
2013-07-05,GRID_45.458333155|-73.625002695,17,34,0,7,7,27,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,2,10,2,0,5,0
2013-07-05,GRID_45.458333155|-73.70833602500002,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2013-07-05,GRID_45.458333155|-73.791669355,7,16,0,1,1,12,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,5,1,0,1,0
2013-07-05,GRID_45.458333155|-73.875002685,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2013-07-05,GRID_45.458333155|-73.958336015,2,4,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
2013-07-05,GRID_45.541666485|-73.541669365,27,57,0,5,5,42,2,0,0,2,0,1,0,0,0,0,10,0,0,0,0,0,0,0,2,2,17,5,0,5,0
2013-07-05,GRID_45.541666485|-73.625002695,25,46,0,8,8,33,2,0,0,2,0,1,1,0,0,0,6,0,3,3,0,1,1,0,1,1,12,5,0,8,0
2013-07-05,GRID_45.541666485|-73.70833602500002,6,12,0,1,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,1,0
2013-07-05,GRID_45.624999815|-73.541669365,7,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0
2013-07-05,GRID_45.624999815|-73.625002695,11,21,0,7,7,15,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,1,3,3,0,5,0
2013-07-06,GRID_45.458333155|-73.625002695,13,28,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,5,0,0,0
2013-07-06,GRID_45.458333155|-73.70833602500002,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2013-07-06,GRID_45.458333155|-73.791669355,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-07-06,GRID_45.458333155|-73.875002685,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-07-06,GRID_45.541666485|-73.541669365,27,56,0,5,5,37,0,0,0,0,2,1,3,0,0,0,11,0,1,1,0,1,1,0,0,0,13,10,0,4,0
2013-07-06,GRID_45.541666485|-73.625002695,24,45,0,8,8,30,0,0,0,1,0,3,0,0,0,0,10,0,0,0,0,2,2,0,1,1,14,3,0,7,0
2013-07-06,GRID_45.541666485|-73.70833602500002,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2013-07-06,GRID_45.624999815|-73.541669365,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2013-07-06,GRID_45.624999815|-73.625002695,7,14,0,1,1,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,1,0
2013-07-07,GRID_45.458333155|-73.625002695,11,23,0,0,0,19,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,0
